Firmenname,FNR,Staat,Ort,PLZ,Straße,Gewerbezweig,Funktion,Name,Dummy_Eigenkapitalquote,Dummy_Bilanzsumme
Firma_444,FNR_9361,Deutschland,Gmunden,93109,Straße_21,Produktion,Geschäftsführer,Name_444,0.58,25060540.39
Firma_445,FNR_4784,Österreich,Salzburg,86349,Straße_30,IT,Geschäftsführer,Name_445,0.5,54998372.15
Firma_446,FNR_6271,Österreich,Wien,35490,Straße_21,Finanzen,Geschäftsführer,Name_446,0.21,69182331.5
Firma_447,FNR_9734,Österreich,Gmunden,72456,Straße_34,Dienstleistung,Geschäftsführer,Name_447,0.42,10577379.1
Firma_448,FNR_7838,Österreich,Guntramsdorf,33229,Straße_31,Dienstleistung,Geschäftsführer,Name_448,0.18,44958423.1
Firma_449,FNR_2706,Deutschland,Amstetten,62696,Straße_10,Finanzen,Geschäftsführer,Name_449,0.33,71731068.1
Firma_450,FNR_5661,Schweiz,Redlham,16791,Straße_68,IT,Geschäftsführer,Name_450,0.56,50533192.04
Firma_451,FNR_2471,Schweiz,Wien,74107,Straße_86,Produktion,Geschäftsführer,Name_451,0.17,38332732.2
Firma_452,FNR_5853,Schweiz,Redlham,28814,Straße_58,Dienstleistung,Geschäftsführer,Name_452,0.28,53783259.44
Firma_453,FNR_1547,Deutschland,Salzburg,27663,Straße_100,Dienstleistung,Geschäftsführer,Name_453,0.36,19730699.95
Firma_454,FNR_8468,Deutschland,Guntramsdorf,14208,Straße_91,IT,Geschäftsführer,Name_454,0.18,33801947.57
Firma_455,FNR_6979,Deutschland,Amstetten,93450,Straße_64,Handel,Geschäftsführer,Name_455,0.46,45074809.87
Firma_456,FNR_7280,Deutschland,Guntramsdorf,13774,Straße_13,IT,Geschäftsführer,Name_456,0.55,65775998.36
Firma_457,FNR_1858,Schweiz,Salzburg,83758,Straße_55,Handel,Geschäftsführer,Name_457,0.21,53048059.71
Firma_458,FNR_7678,Schweiz,Linz,52799,Straße_70,Dienstleistung,Geschäftsführer,Name_458,0.59,73943242.2
Firma_459,FNR_1692,Deutschland,Redlham,85381,Straße_8,Produktion,Geschäftsführer,Name_459,0.45,5818109.25
Firma_460,FNR_9710,Österreich,Linz,10277,Straße_36,Produktion,Geschäftsführer,Name_460,0.49,52471092.53
Firma_461,FNR_1448,Österreich,Amstetten,57514,Straße_43,IT,Geschäftsführer,Name_461,0.56,34633100.53
Firma_462,FNR_9339,Österreich,Redlham,31212,Straße_13,Handel,Geschäftsführer,Name_462,0.22,46468739.29
Firma_463,FNR_4368,Österreich,Redlham,65580,Straße_96,Produktion,Geschäftsführer,Name_463,0.59,84429379.09
Firma_464,FNR_8501,Österreich,Redlham,52436,Straße_18,Handel,Geschäftsführer,Name_464,0.42,55278494.76
Firma_465,FNR_6097,Österreich,Gmunden,13229,Straße_53,Dienstleistung,Geschäftsführer,Name_465,0.57,8750468.67
Firma_466,FNR_7304,Österreich,Amstetten,70269,Straße_74,Dienstleistung,Geschäftsführer,Name_466,0.56,34272457.91
Firma_467,FNR_7001,Österreich,Gmunden,28799,Straße_47,IT,Geschäftsführer,Name_467,0.19,19900677.78
Firma_468,FNR_3887,Deutschland,Wien,92917,Straße_18,Finanzen,Geschäftsführer,Name_468,0.16,12649527.6
Firma_469,FNR_1343,Deutschland,Gmunden,98171,Straße_87,IT,Geschäftsführer,Name_469,0.59,36608358.54
Firma_470,FNR_2574,Deutschland,Amstetten,62041,Straße_12,Dienstleistung,Geschäftsführer,Name_470,0.27,20050557.71
Firma_471,FNR_9391,Österreich,Linz,24153,Straße_75,Dienstleistung,Geschäftsführer,Name_471,0.41,96182548.95
Firma_472,FNR_3914,Österreich,Linz,74169,Straße_61,Dienstleistung,Geschäftsführer,Name_472,0.28,5799431.57
Firma_473,FNR_3946,Österreich,Linz,77012,Straße_76,IT,Geschäftsführer,Name_473,0.48,59336173.53
Firma_474,FNR_7268,Deutschland,Linz,93457,Straße_82,Produktion,Geschäftsführer,Name_474,0.23,95582582.69
Firma_475,FNR_3526,Schweiz,Guntramsdorf,56580,Straße_91,Produktion,Geschäftsführer,Name_475,0.25,72427407.99
Firma_476,FNR_1167,Schweiz,Wien,46060,Straße_48,Handel,Geschäftsführer,Name_476,0.33,22612463.75
Firma_477,FNR_1508,Deutschland,Gmunden,81642,Straße_31,Produktion,Geschäftsführer,Name_477,0.59,2194912.51
Firma_478,FNR_8709,Schweiz,Linz,59145,Straße_60,Finanzen,Geschäftsführer,Name_478,0.27,96535128.27
Firma_479,FNR_2714,Schweiz,Gmunden,17568,Straße_45,Dienstleistung,Geschäftsführer,Name_479,0.11,1771779.92
Firma_480,FNR_1465,Schweiz,Gmunden,15852,Straße_57,IT,Geschäftsführer,Name_480,0.58,12157396.75
Firma_481,FNR_6368,Österreich,Gmunden,27758,Straße_19,Handel,Geschäftsführer,Name_481,0.32,85969509.46
Firma_482,FNR_4555,Schweiz,Guntramsdorf,70740,Straße_34,Handel,Geschäftsführer,Name_482,0.45,92955377.53
Firma_483,FNR_3022,Deutschland,Linz,77982,Straße_85,IT,Geschäftsführer,Name_483,0.13,2291040.56
Firma_484,FNR_9604,Schweiz,Guntramsdorf,31224,Straße_71,Finanzen,Geschäftsführer,Name_484,0.23,52799952.84
Firma_485,FNR_8336,Österreich,Guntramsdorf,30412,Straße_6,IT,Geschäftsführer,Name_485,0.21,40065097.41
Firma_486,FNR_2230,Österreich,Redlham,55302,Straße_79,Handel,Geschäftsführer,Name_486,0.36,40954165.41
Firma_487,FNR_2444,Österreich,Gmunden,81784,Straße_9,Handel,Geschäftsführer,Name_487,0.3,87445140.83
Firma_488,FNR_4783,Deutschland,Salzburg,87704,Straße_48,Handel,Geschäftsführer,Name_488,0.19,17395502.8
Firma_489,FNR_6326,Deutschland,Guntramsdorf,88609,Straße_71,Finanzen,Geschäftsführer,Name_489,0.47,75712587.96
Firma_490,FNR_3571,Deutschland,Linz,83272,Straße_79,Produktion,Geschäftsführer,Name_490,0.52,32536503.88
Firma_491,FNR_8948,Deutschland,Salzburg,99689,Straße_72,IT,Geschäftsführer,Name_491,0.53,8869864.39
Firma_492,FNR_6972,Schweiz,Gmunden,22336,Straße_55,Finanzen,Geschäftsführer,Name_492,0.51,83182462.82
Firma_493,FNR_3810,Schweiz,Wien,51029,Straße_88,Finanzen,Geschäftsführer,Name_493,0.24,69031459.89
Firma_494,FNR_5520,Deutschland,Redlham,59416,Straße_95,IT,Geschäftsführer,Name_494,0.42,16834221.49
Firma_495,FNR_8923,Österreich,Salzburg,52977,Straße_17,Handel,Geschäftsführer,Name_495,0.11,70119695.38
Firma_496,FNR_5049,Schweiz,Redlham,72707,Straße_56,Handel,Geschäftsführer,Name_496,0.53,96774799.26
Firma_497,FNR_3849,Deutschland,Wien,85676,Straße_58,Produktion,Geschäftsführer,Name_497,0.2,40265462.51
Firma_498,FNR_3625,Schweiz,Salzburg,32748,Straße_42,Handel,Geschäftsführer,Name_498,0.45,22630777.24
Firma_499,FNR_8889,Österreich,Salzburg,37231,Straße_17,Dienstleistung,Geschäftsführer,Name_499,0.13,50531242.42
Firma_500,FNR_2079,Deutschland,Amstetten,16280,Straße_83,IT,Geschäftsführer,Name_500,0.41,73642467.63
Firma_501,FNR_5502,Schweiz,Salzburg,10218,Straße_40,Dienstleistung,Geschäftsführer,Name_501,0.45,12480846.23
Firma_502,FNR_4192,Schweiz,Guntramsdorf,31785,Straße_66,Produktion,Geschäftsführer,Name_502,0.37,98701874.33
Firma_503,FNR_7267,Schweiz,Linz,24546,Straße_99,Produktion,Geschäftsführer,Name_503,0.12,49773487.68
Firma_504,FNR_6529,Österreich,Linz,57725,Straße_67,Produktion,Geschäftsführer,Name_504,0.27,34716317.78
Firma_505,FNR_3024,Schweiz,Gmunden,69261,Straße_69,Handel,Geschäftsführer,Name_505,0.52,30555234.22
Firma_506,FNR_2976,Deutschland,Redlham,53149,Straße_98,IT,Geschäftsführer,Name_506,0.17,71936211.5
Firma_507,FNR_5609,Schweiz,Amstetten,13977,Straße_31,Dienstleistung,Geschäftsführer,Name_507,0.42,87455427.88
Firma_508,FNR_7867,Österreich,Wien,68150,Straße_57,Finanzen,Geschäftsführer,Name_508,0.52,5679255.26
Firma_509,FNR_4938,Deutschland,Wien,68181,Straße_58,Produktion,Geschäftsführer,Name_509,0.32,55336234.72
Firma_510,FNR_6727,Schweiz,Salzburg,99311,Straße_46,Finanzen,Geschäftsführer,Name_510,0.37,88911542.76
Firma_511,FNR_9521,Deutschland,Wien,53229,Straße_43,IT,Geschäftsführer,Name_511,0.43,23198998.6
Firma_512,FNR_8678,Deutschland,Amstetten,10751,Straße_91,IT,Geschäftsführer,Name_512,0.16,17968151.81
Firma_513,FNR_8138,Schweiz,Salzburg,24535,Straße_33,Produktion,Geschäftsführer,Name_513,0.18,17948114.22
Firma_514,FNR_6471,Österreich,Amstetten,16215,Straße_5,IT,Geschäftsführer,Name_514,0.59,90635595.06
Firma_515,FNR_5608,Schweiz,Wien,56443,Straße_86,IT,Geschäftsführer,Name_515,0.42,77503065.18
Firma_516,FNR_2470,Österreich,Linz,60006,Straße_47,Handel,Geschäftsführer,Name_516,0.29,37311561.19
Firma_517,FNR_4953,Schweiz,Amstetten,83017,Straße_94,Dienstleistung,Geschäftsführer,Name_517,0.25,71287472.33
Firma_518,FNR_4922,Deutschland,Salzburg,22859,Straße_62,Finanzen,Geschäftsführer,Name_518,0.57,67106666.32
Firma_519,FNR_6951,Österreich,Wien,52215,Straße_98,Finanzen,Geschäftsführer,Name_519,0.35,63132280.96
Firma_520,FNR_8199,Deutschland,Gmunden,22013,Straße_31,IT,Geschäftsführer,Name_520,0.13,5454118.81
Firma_521,FNR_9287,Österreich,Gmunden,43800,Straße_80,IT,Geschäftsführer,Name_521,0.16,6696426.25
Firma_522,FNR_5042,Österreich,Wien,97110,Straße_95,IT,Geschäftsführer,Name_522,0.58,85688531.98
Firma_523,FNR_3016,Österreich,Guntramsdorf,98516,Straße_86,Handel,Geschäftsführer,Name_523,0.53,71317663.34
Firma_524,FNR_1986,Deutschland,Redlham,80423,Straße_20,Finanzen,Geschäftsführer,Name_524,0.59,58700369.87
Firma_525,FNR_2734,Schweiz,Amstetten,92814,Straße_81,IT,Geschäftsführer,Name_525,0.14,42953954.92
Firma_526,FNR_2614,Österreich,Amstetten,22081,Straße_27,Produktion,Geschäftsführer,Name_526,0.27,92433141.86
Firma_527,FNR_8543,Schweiz,Salzburg,40376,Straße_97,Dienstleistung,Geschäftsführer,Name_527,0.4,21695989.54
Firma_528,FNR_5873,Deutschland,Linz,15013,Straße_33,Finanzen,Geschäftsführer,Name_528,0.13,96972796.59
Firma_529,FNR_6945,Österreich,Gmunden,79212,Straße_24,Finanzen,Geschäftsführer,Name_529,0.33,77904509.84
Firma_530,FNR_6473,Schweiz,Wien,19505,Straße_54,IT,Geschäftsführer,Name_530,0.49,81488234.31
Firma_531,FNR_2892,Schweiz,Wien,24895,Straße_6,Produktion,Geschäftsführer,Name_531,0.43,72370020.51
Firma_532,FNR_8788,Schweiz,Amstetten,34052,Straße_33,Handel,Geschäftsführer,Name_532,0.19,73497094.26
Firma_533,FNR_3229,Deutschland,Wien,52764,Straße_86,Handel,Geschäftsführer,Name_533,0.11,95353489.16
Firma_534,FNR_2059,Österreich,Gmunden,56013,Straße_38,IT,Geschäftsführer,Name_534,0.2,55786524.32
Firma_535,FNR_3232,Schweiz,Salzburg,61145,Straße_83,Finanzen,Geschäftsführer,Name_535,0.4,75527197.09
Firma_536,FNR_7928,Schweiz,Linz,81780,Straße_87,Handel,Geschäftsführer,Name_536,0.52,91692070.34
Firma_537,FNR_5545,Schweiz,Amstetten,54374,Straße_85,Produktion,Geschäftsführer,Name_537,0.34,64220789.11
Firma_538,FNR_6009,Schweiz,Guntramsdorf,67743,Straße_87,IT,Geschäftsführer,Name_538,0.23,79641536.22
Firma_539,FNR_7274,Österreich,Salzburg,28808,Straße_46,Finanzen,Geschäftsführer,Name_539,0.35,19670918.96
Firma_540,FNR_8639,Deutschland,Redlham,26399,Straße_75,Dienstleistung,Geschäftsführer,Name_540,0.21,16386812.79
Firma_541,FNR_9023,Österreich,Amstetten,37440,Straße_73,IT,Geschäftsführer,Name_541,0.27,12206221.04
Firma_542,FNR_9737,Österreich,Linz,14330,Straße_69,Finanzen,Geschäftsführer,Name_542,0.29,7026918.65
Firma_543,FNR_2629,Österreich,Wien,38843,Straße_74,Handel,Geschäftsführer,Name_543,0.52,14188858.54
Firma_544,FNR_6032,Schweiz,Salzburg,90521,Straße_21,Produktion,Geschäftsführer,Name_544,0.25,23798463.11
Firma_545,FNR_5771,Deutschland,Amstetten,44412,Straße_21,Handel,Geschäftsführer,Name_545,0.34,10714428.03
Firma_546,FNR_7721,Österreich,Gmunden,92981,Straße_20,IT,Geschäftsführer,Name_546,0.19,98124921.79
Firma_547,FNR_6155,Deutschland,Linz,86808,Straße_12,IT,Geschäftsführer,Name_547,0.16,89475352.29
Firma_548,FNR_9664,Schweiz,Salzburg,19749,Straße_63,Finanzen,Geschäftsführer,Name_548,0.26,65469222.23
Firma_549,FNR_1347,Deutschland,Amstetten,93501,Straße_96,Finanzen,Geschäftsführer,Name_549,0.19,69058565.95
Firma_550,FNR_2487,Schweiz,Salzburg,18432,Straße_69,Dienstleistung,Geschäftsführer,Name_550,0.4,80885505.91
Firma_551,FNR_3955,Österreich,Linz,29856,Straße_68,Produktion,Geschäftsführer,Name_551,0.11,93460619.64
Firma_552,FNR_8016,Schweiz,Redlham,99817,Straße_5,IT,Geschäftsführer,Name_552,0.52,40887956.94
Firma_553,FNR_5498,Schweiz,Gmunden,78331,Straße_54,Finanzen,Geschäftsführer,Name_553,0.4,93036168.77
Firma_554,FNR_5520,Schweiz,Amstetten,27568,Straße_65,Handel,Geschäftsführer,Name_554,0.44,72194246.56
Firma_555,FNR_3017,Schweiz,Wien,76913,Straße_81,Handel,Geschäftsführer,Name_555,0.17,30326879.81
Firma_556,FNR_7491,Österreich,Wien,21702,Straße_50,IT,Geschäftsführer,Name_556,0.16,59616920.82
Firma_557,FNR_1561,Schweiz,Redlham,76653,Straße_77,IT,Geschäftsführer,Name_557,0.16,12144998.19
Firma_558,FNR_9126,Österreich,Salzburg,85239,Straße_13,Finanzen,Geschäftsführer,Name_558,0.48,35905243.45
Firma_559,FNR_2537,Deutschland,Redlham,34609,Straße_96,Finanzen,Geschäftsführer,Name_559,0.27,95083334.76
Firma_560,FNR_4614,Österreich,Wien,52544,Straße_29,Handel,Geschäftsführer,Name_560,0.59,9303272.02
Firma_561,FNR_4681,Österreich,Linz,26897,Straße_53,Handel,Geschäftsführer,Name_561,0.15,68320210.25
Firma_562,FNR_4342,Deutschland,Amstetten,21979,Straße_35,Handel,Geschäftsführer,Name_562,0.33,15538975.92
Firma_563,FNR_8629,Schweiz,Amstetten,36518,Straße_70,IT,Geschäftsführer,Name_563,0.48,14301250.48
Firma_564,FNR_3599,Österreich,Salzburg,91273,Straße_8,IT,Geschäftsführer,Name_564,0.59,6416574.38
Firma_565,FNR_3484,Deutschland,Gmunden,90047,Straße_30,Handel,Geschäftsführer,Name_565,0.44,26148942.14
Firma_566,FNR_9013,Österreich,Linz,64035,Straße_13,Finanzen,Geschäftsführer,Name_566,0.46,7865090.57
Firma_567,FNR_8450,Deutschland,Salzburg,88935,Straße_39,IT,Geschäftsführer,Name_567,0.31,12128641.05
Firma_568,FNR_8051,Deutschland,Guntramsdorf,35274,Straße_18,Produktion,Geschäftsführer,Name_568,0.25,90334033.74
Firma_569,FNR_1601,Österreich,Salzburg,74569,Straße_18,Produktion,Geschäftsführer,Name_569,0.18,34436010.9
Firma_570,FNR_4272,Deutschland,Guntramsdorf,32940,Straße_14,Produktion,Geschäftsführer,Name_570,0.13,74202616.33
Firma_571,FNR_6125,Schweiz,Guntramsdorf,27936,Straße_94,Produktion,Geschäftsführer,Name_571,0.26,37312740.25
Firma_572,FNR_1723,Österreich,Gmunden,78051,Straße_80,Dienstleistung,Geschäftsführer,Name_572,0.15,63266398.99
Firma_573,FNR_5764,Deutschland,Amstetten,24219,Straße_89,Handel,Geschäftsführer,Name_573,0.31,86099969.24
Firma_574,FNR_3209,Deutschland,Guntramsdorf,12575,Straße_26,IT,Geschäftsführer,Name_574,0.35,85129707.2
Firma_575,FNR_2519,Schweiz,Guntramsdorf,21417,Straße_79,IT,Geschäftsführer,Name_575,0.44,17468680.4
Firma_576,FNR_2647,Schweiz,Amstetten,99209,Straße_33,Handel,Geschäftsführer,Name_576,0.4,18107378.98
Firma_577,FNR_3864,Österreich,Guntramsdorf,17464,Straße_47,IT,Geschäftsführer,Name_577,0.21,90808158.86
Firma_578,FNR_3838,Schweiz,Amstetten,49648,Straße_19,Dienstleistung,Geschäftsführer,Name_578,0.44,56655431.2
Firma_579,FNR_3274,Schweiz,Linz,44052,Straße_42,Handel,Geschäftsführer,Name_579,0.42,10569038.21
Firma_580,FNR_3702,Österreich,Wien,66884,Straße_87,Dienstleistung,Geschäftsführer,Name_580,0.16,82438885.71
Firma_581,FNR_2738,Schweiz,Gmunden,86826,Straße_95,Handel,Geschäftsführer,Name_581,0.4,99993400.29
Firma_582,FNR_1726,Schweiz,Gmunden,38160,Straße_100,Finanzen,Geschäftsführer,Name_582,0.58,19772285.66
Firma_583,FNR_8582,Österreich,Amstetten,47677,Straße_75,Dienstleistung,Geschäftsführer,Name_583,0.32,83264362.52
Firma_584,FNR_6012,Österreich,Wien,11647,Straße_8,Finanzen,Geschäftsführer,Name_584,0.21,47368869.14
Firma_585,FNR_6495,Österreich,Linz,18583,Straße_34,Produktion,Geschäftsführer,Name_585,0.39,49776530.58
Firma_586,FNR_3646,Österreich,Linz,90855,Straße_31,Produktion,Geschäftsführer,Name_586,0.15,13712018.65
Firma_587,FNR_4428,Österreich,Amstetten,16838,Straße_61,Finanzen,Geschäftsführer,Name_587,0.18,41888462.57
Firma_588,FNR_8673,Österreich,Gmunden,54932,Straße_14,Produktion,Geschäftsführer,Name_588,0.33,76051030.4
Firma_589,FNR_2473,Deutschland,Gmunden,28324,Straße_81,Produktion,Geschäftsführer,Name_589,0.15,46777451.86
Firma_590,FNR_5416,Österreich,Redlham,68889,Straße_2,Handel,Geschäftsführer,Name_590,0.23,38962964.04
Firma_591,FNR_4403,Österreich,Salzburg,65283,Straße_80,Handel,Geschäftsführer,Name_591,0.49,75309359.84
Firma_592,FNR_1388,Österreich,Salzburg,14047,Straße_10,Handel,Geschäftsführer,Name_592,0.41,62312931.91
Firma_593,FNR_1231,Schweiz,Salzburg,51955,Straße_20,Finanzen,Geschäftsführer,Name_593,0.58,96109554.11
Firma_594,FNR_6489,Schweiz,Gmunden,37481,Straße_82,IT,Geschäftsführer,Name_594,0.57,9690124.18
Firma_595,FNR_6417,Österreich,Linz,66809,Straße_15,Produktion,Geschäftsführer,Name_595,0.53,17559602.59
Firma_596,FNR_8561,Österreich,Linz,71460,Straße_44,Produktion,Geschäftsführer,Name_596,0.15,69981835.09
Firma_597,FNR_7796,Schweiz,Guntramsdorf,64206,Straße_29,Dienstleistung,Geschäftsführer,Name_597,0.36,81726899.23
Firma_598,FNR_7454,Österreich,Gmunden,60876,Straße_29,Finanzen,Geschäftsführer,Name_598,0.16,96546712.05
Firma_599,FNR_7488,Deutschland,Guntramsdorf,29958,Straße_39,Finanzen,Geschäftsführer,Name_599,0.44,3593618.61
Firma_600,FNR_4889,Österreich,Guntramsdorf,48501,Straße_1,Dienstleistung,Geschäftsführer,Name_600,0.33,2576838.64
Firma_601,FNR_2036,Schweiz,Wien,67211,Straße_15,Produktion,Geschäftsführer,Name_601,0.25,14622012.69
Firma_602,FNR_9151,Schweiz,Guntramsdorf,51080,Straße_48,Dienstleistung,Geschäftsführer,Name_602,0.6,71895131.33
Firma_603,FNR_2912,Österreich,Linz,77673,Straße_60,IT,Geschäftsführer,Name_603,0.29,57740837.2
Firma_604,FNR_4766,Österreich,Amstetten,18614,Straße_46,Produktion,Geschäftsführer,Name_604,0.39,37743448.23
Firma_605,FNR_5471,Deutschland,Wien,90294,Straße_31,Dienstleistung,Geschäftsführer,Name_605,0.53,35597523.18
Firma_606,FNR_5051,Deutschland,Guntramsdorf,57617,Straße_80,IT,Geschäftsführer,Name_606,0.26,38060787.06
Firma_607,FNR_4453,Österreich,Salzburg,33957,Straße_85,Finanzen,Geschäftsführer,Name_607,0.46,83394437.54
Firma_608,FNR_3432,Österreich,Gmunden,75814,Straße_68,IT,Geschäftsführer,Name_608,0.5,11689989.63
Firma_609,FNR_5964,Deutschland,Redlham,32696,Straße_58,Dienstleistung,Geschäftsführer,Name_609,0.11,3474073.77
Firma_610,FNR_2792,Deutschland,Linz,12540,Straße_12,Produktion,Geschäftsführer,Name_610,0.45,34708798.38
Firma_611,FNR_9814,Österreich,Guntramsdorf,11428,Straße_38,Produktion,Geschäftsführer,Name_611,0.22,17157347.85
Firma_612,FNR_1368,Deutschland,Redlham,24615,Straße_50,Produktion,Geschäftsführer,Name_612,0.16,95871984.75
Firma_613,FNR_1383,Österreich,Gmunden,49092,Straße_7,IT,Geschäftsführer,Name_613,0.16,74857383.22
Firma_614,FNR_6541,Schweiz,Linz,58490,Straße_47,Finanzen,Geschäftsführer,Name_614,0.44,91264952.7
Firma_615,FNR_7871,Deutschland,Guntramsdorf,50235,Straße_55,Produktion,Geschäftsführer,Name_615,0.13,75969915.49
Firma_616,FNR_4934,Schweiz,Amstetten,22182,Straße_69,Finanzen,Geschäftsführer,Name_616,0.22,80367049.05
Firma_617,FNR_7480,Deutschland,Salzburg,22221,Straße_97,IT,Geschäftsführer,Name_617,0.53,63531955.9
Firma_618,FNR_1122,Schweiz,Salzburg,40811,Straße_70,Produktion,Geschäftsführer,Name_618,0.33,30147892.53
Firma_619,FNR_1832,Deutschland,Guntramsdorf,54801,Straße_63,Dienstleistung,Geschäftsführer,Name_619,0.3,60665428.69
Firma_620,FNR_9178,Deutschland,Gmunden,75269,Straße_97,Finanzen,Geschäftsführer,Name_620,0.28,67575814.69
Firma_621,FNR_4828,Österreich,Redlham,37351,Straße_85,Finanzen,Geschäftsführer,Name_621,0.15,42660688.74
Firma_622,FNR_1067,Schweiz,Guntramsdorf,15269,Straße_55,Finanzen,Geschäftsführer,Name_622,0.31,54394531.66
Firma_623,FNR_8934,Österreich,Salzburg,44543,Straße_19,Produktion,Geschäftsführer,Name_623,0.29,73237649.33
Firma_624,FNR_9310,Deutschland,Amstetten,39031,Straße_6,Produktion,Geschäftsführer,Name_624,0.17,90310589.87
Firma_625,FNR_7269,Österreich,Amstetten,43758,Straße_50,Dienstleistung,Geschäftsführer,Name_625,0.26,68323103.89
Firma_626,FNR_8127,Deutschland,Linz,58815,Straße_50,Produktion,Geschäftsführer,Name_626,0.23,3146884.29
Firma_627,FNR_3792,Österreich,Amstetten,33179,Straße_24,Produktion,Geschäftsführer,Name_627,0.43,32428452.02
Firma_628,FNR_9873,Schweiz,Salzburg,99327,Straße_37,Handel,Geschäftsführer,Name_628,0.42,51175124.66
Firma_629,FNR_8215,Österreich,Guntramsdorf,29521,Straße_4,Finanzen,Geschäftsführer,Name_629,0.21,91168872.04
Firma_630,FNR_9432,Deutschland,Guntramsdorf,47444,Straße_86,Produktion,Geschäftsführer,Name_630,0.36,97259329.42
Firma_631,FNR_6666,Deutschland,Wien,28896,Straße_9,Dienstleistung,Geschäftsführer,Name_631,0.42,35739337.29
Firma_632,FNR_7806,Deutschland,Amstetten,96736,Straße_92,Dienstleistung,Geschäftsführer,Name_632,0.21,78860988.81
Firma_633,FNR_2630,Deutschland,Redlham,45992,Straße_94,Handel,Geschäftsführer,Name_633,0.46,17114145.53
Firma_634,FNR_3740,Schweiz,Redlham,31636,Straße_91,Finanzen,Geschäftsführer,Name_634,0.55,71223972.08
Firma_635,FNR_4213,Österreich,Salzburg,14057,Straße_90,Produktion,Geschäftsführer,Name_635,0.53,93144239.93
Firma_636,FNR_9053,Schweiz,Guntramsdorf,91941,Straße_59,Produktion,Geschäftsführer,Name_636,0.17,20155126.32
Firma_637,FNR_6706,Österreich,Linz,62140,Straße_2,Dienstleistung,Geschäftsführer,Name_637,0.51,79492111.21
Firma_638,FNR_8616,Österreich,Linz,82224,Straße_27,Finanzen,Geschäftsführer,Name_638,0.53,71775575.46
Firma_639,FNR_3785,Schweiz,Linz,13353,Straße_32,Dienstleistung,Geschäftsführer,Name_639,0.28,47520071.36
Firma_640,FNR_6131,Schweiz,Gmunden,12583,Straße_95,Finanzen,Geschäftsführer,Name_640,0.24,85293140.09
Firma_641,FNR_3399,Schweiz,Guntramsdorf,90977,Straße_99,Handel,Geschäftsführer,Name_641,0.47,81254480.73
Firma_642,FNR_8070,Schweiz,Redlham,65140,Straße_34,IT,Geschäftsführer,Name_642,0.11,61746439.41
Firma_643,FNR_6505,Österreich,Salzburg,90578,Straße_95,Produktion,Geschäftsführer,Name_643,0.28,6755154.12
Firma_644,FNR_2781,Österreich,Redlham,31317,Straße_79,Handel,Geschäftsführer,Name_644,0.1,50146190.0
Firma_645,FNR_1641,Schweiz,Salzburg,81973,Straße_27,IT,Geschäftsführer,Name_645,0.3,79600263.33
Firma_646,FNR_6938,Deutschland,Guntramsdorf,37880,Straße_27,IT,Geschäftsführer,Name_646,0.55,24509993.94
Firma_647,FNR_8504,Deutschland,Salzburg,38187,Straße_93,Produktion,Geschäftsführer,Name_647,0.11,85014164.49
Firma_648,FNR_7251,Schweiz,Salzburg,78503,Straße_44,IT,Geschäftsführer,Name_648,0.52,90044238.22
Firma_649,FNR_2851,Schweiz,Amstetten,14797,Straße_100,Produktion,Geschäftsführer,Name_649,0.36,53023915.0
Firma_650,FNR_2796,Österreich,Linz,81134,Straße_80,Handel,Geschäftsführer,Name_650,0.15,3782913.05
Firma_651,FNR_3730,Österreich,Amstetten,29734,Straße_52,Produktion,Geschäftsführer,Name_651,0.17,10997740.01
Firma_652,FNR_8568,Österreich,Redlham,72729,Straße_75,Finanzen,Geschäftsführer,Name_652,0.56,37442764.43
Firma_653,FNR_2230,Schweiz,Amstetten,17068,Straße_72,IT,Geschäftsführer,Name_653,0.32,18928728.12
Firma_654,FNR_3739,Österreich,Wien,37438,Straße_74,Produktion,Geschäftsführer,Name_654,0.18,67133961.43
Firma_655,FNR_7054,Deutschland,Linz,87264,Straße_12,Handel,Geschäftsführer,Name_655,0.24,13565334.76
Firma_656,FNR_6321,Deutschland,Redlham,57739,Straße_92,Finanzen,Geschäftsführer,Name_656,0.6,46079536.28
Firma_657,FNR_1918,Deutschland,Linz,19049,Straße_36,Handel,Geschäftsführer,Name_657,0.34,19873211.6
Firma_658,FNR_1830,Deutschland,Guntramsdorf,65396,Straße_59,Produktion,Geschäftsführer,Name_658,0.58,11770084.6
Firma_659,FNR_3965,Deutschland,Salzburg,12402,Straße_56,Produktion,Geschäftsführer,Name_659,0.39,57367996.74
Firma_660,FNR_2431,Schweiz,Redlham,81839,Straße_3,Finanzen,Geschäftsführer,Name_660,0.57,17065907.51
Firma_661,FNR_8842,Schweiz,Linz,81523,Straße_68,Produktion,Geschäftsführer,Name_661,0.16,93855169.75
Firma_662,FNR_3814,Schweiz,Gmunden,86849,Straße_72,Produktion,Geschäftsführer,Name_662,0.52,19687204.24
Firma_663,FNR_4002,Schweiz,Salzburg,46046,Straße_26,Handel,Geschäftsführer,Name_663,0.57,85534793.04
Firma_664,FNR_2169,Schweiz,Amstetten,44586,Straße_79,Handel,Geschäftsführer,Name_664,0.42,59415420.64
Firma_665,FNR_1468,Deutschland,Amstetten,46190,Straße_69,IT,Geschäftsführer,Name_665,0.4,82052512.04
Firma_666,FNR_3347,Österreich,Redlham,55430,Straße_10,IT,Geschäftsführer,Name_666,0.26,38077869.16
